id,observationId,present,surveyName,species,eventDate,t,latitude,longitude,year,coordinateUncertaintyValue,altitude,easting,northing,asp_n,asp_e,temp.avg,temp.avg.pred.err.sd,temp.avg.dwnscl.err.sd,temp.avg.anom,water.avg,water.avg.pred.err.sd,water.avg.dwnscl.err.sd,water.avg.anom,spatial_fold,temporal_fold,training
11,398422,1,238761,Acrothamnus hookeri,1978-01-01,1,-37.00388999999999,147.10972,1978,15,1500,509761.9583934511,5904690.473409022,0.01,0.17,8.138640174312911,0.7394829197919266,0.2690722721269592,-0.5058439503545742,0.35770802693846426,0.01088924784443819,0.00987042932549483,0.01253114891764917,1,4,TRUE
12,399369,1,238787,Acrothamnus hookeri,1978-01-01,1,-37.184439999999995,147.19028,1978,15,1380,516889.39344240795,5884649.8319302,-0.1,-0.76,9.1370247329491,0.72654241039636,0.2751981235773739,-0.44504475248032804,0.3507564395018245,0.010918602140268456,0.01019595096647186,0.013979129061318929,4,4,TRUE
13,399235,1,238782,Acrothamnus hookeri,1978-01-01,1,-37.115000000000016,147.19028,1978,15,1500,516904.84314555384,5892353.243426717,0.15,0.06,8.44008695077207,0.72654241039636,0.27679632248425323,-0.4768158732981078,0.35457278893369704,0.010918602140268456,0.010565169094348183,0.012838106791394244,3,4,TRUE
14,399037,1,238778,Acrothamnus hookeri,1978-01-01,1,-37.015,147.19028,1978,15,1560,516927.0483775996,5903446.707261438,0.27,0.7,7.952569801220079,0.7394829197919266,0.27822810059638303,-0.5040641452955583,0.3517236959567104,0.01088924784443819,0.01067732623247635,0.01217087342039408,5,4,FALSE
15,399678,1,238796,Acrothamnus hookeri,1978-01-01,1,-37.37333,147.19306000000003,1978,15,1200,517093.3807282916,5863694.130874301,-0.41,0.27,10.661692611030958,0.72654241039636,0.2710218683143066,-0.44703807001531004,0.34491566387747513,0.010918602140268456,0.00988660867254128,0.016119765063774716,4,4,TRUE
16,399404,1,238788,Acrothamnus hookeri,1978-01-01,1,-37.24833000000001,147.19306000000003,1978,15,1260,517121.70368175267,5877561.537421702,-0.35,-0.02,9.693578504479603,0.72654241039636,0.2777679472738434,-0.4418476491736101,0.34595231620081957,0.010918602140268456,0.010330478552612281,0.014992277745319471,2,4,TRUE
17,6325814,1,238789,Acrothamnus hookeri,1978-01-01,1,-37.24,147.19306000000003,1978,15,1300,517123.5882195628,5878485.650972099,-0.14,-0.04,9.593893388388892,0.72654241039636,0.2805606260266348,-0.4445235763771507,0.34589018475642236,0.010918602140268456,0.010591806527936733,0.01491231668362586,2,4,TRUE
18,6322037,1,238783,Acrothamnus hookeri,1978-01-01,1,-37.11222,147.19306000000003,1978,15,1500,517152.4510088964,5892661.1457102485,0.18,0.34,8.500593190953339,0.7394829197919266,0.2737172195144235,-0.463917165562691,0.356244577202892,0.01088924784443819,0.010393621353101649,0.012488366928005534,3,4,TRUE
19,399437,1,238790,Acrothamnus hookeri,1978-01-01,1,-37.252500000000005,147.20556,1978,15,1300,518229.27429671655,5877096.591253156,-0.04,0.25,9.666207498743972,0.72654241039636,0.26964582218196265,-0.4445695186007015,0.35035439224346826,0.010918602140268456,0.009694975004840678,0.014645411160545074,2,4,TRUE
20,399554,1,238793,Acrothamnus hookeri,1978-01-01,1,-37.33167000000001,147.21389,1978,15,1220,518948.12273135694,5868311.918653082,-0.53,-0.3,10.262000904912497,0.72654241039636,0.2678311329531902,-0.46862118486041027,0.3521595214480076,0.010918602140268456,0.009661578524805552,0.015387553505707419,4,4,TRUE
21,6376402,1,238784,Acrothamnus hookeri,1978-01-01,1,-37.113609999999994,147.21389,1978,15,1460,519002.7510763969,5892502.979703524,0.4,0.19,8.637626515264117,0.72654241039636,0.27003405126820135,-0.4456516210583459,0.3580691353080497,0.010918602140268456,0.010032297895209282,0.012149305582262515,3,4,TRUE
22,399282,1,238785,Acrothamnus hookeri,1978-01-01,1,-37.115000000000016,147.22083,1978,15,1400,519618.96765418095,5892347.367796577,0.33,0.18,8.747838260816536,0.72654241039636,0.26816857318435905,-0.4359572590261678,0.35882171462087525,0.010918602140268456,0.009804905204288067,0.012097113131397053,2,4,TRUE
23,399085,1,238779,Acrothamnus hookeri,1978-01-01,1,-37.02056000000001,147.22639,1978,15,1640,520137.8815360899,5902822.88331322,-0.29,0.24,8.03353133270707,0.7394829197919266,0.2697493192406906,-0.49792087941926866,0.3575312761130972,0.01088924784443819,0.00978588777291444,0.011496288809871358,1,4,TRUE
24,6326110,1,238805,Acrothamnus hookeri,1978-01-01,1,-37.15111,147.25,1978,15,1320,522199.9399618855,5888335.042380849,-0.1,0.33,8.861756509974441,0.72654241039636,0.2528421458627286,-0.43488781694054524,0.35481775438655977,0.010918602140268456,0.007175864067267207,0.0124937928133253,5,4,FALSE
25,399987,1,238808,Acrothamnus hookeri,1978-01-01,1,-37.329719999999995,147.26806,1978,15,900,523747.56583702017,5868516.011646252,0.25,0.41,10.8703819274902,0.72654241039636,0.26856811194642766,-0.3836682637531794,0.3513576734973037,0.010918602140268456,0.009853317754196402,0.014921677717264159,4,4,TRUE
26,6378438,1,238799,Acrothamnus hookeri,1978-01-01,1,-37.09,147.28472,1978,15,1300,525303.405021397,5895105.64585603,0.02,0.41,8.813476263958535,0.7394829197919266,0.2725953510979754,-0.4280631576759788,0.358449245357643,0.01088924784443819,0.010177807871120709,0.01132823292004026,2,4,TRUE
27,400293,1,238815,Acrothamnus hookeri,1978-01-01,1,-37.27611,147.34306,1978,15,1100,530413.4525447078,5874441.988947427,-0.26,0.48,9.744498410432243,0.672301965979285,0.24577108456744653,-0.4247794773267515,0.35565454132207064,0.008845912495293916,0.0066072555108504715,0.013897499771437782,4,4,TRUE
28,400242,1,238814,Acrothamnus hookeri,1978-01-01,1,-37.253890000000006,147.37639,1978,15,1180,533378.088362865,5876895.814553096,-0.05,0.28,9.675131900068664,0.672301965979285,0.2682403884593222,-0.4124172597691427,0.3507044119895368,0.008845912495293916,0.009613960453325457,0.013501884712689205,4,4,TRUE
29,400200,1,238813,Acrothamnus hookeri,1978-01-01,1,-37.23167,147.37639,1978,15,1140,533387.888728462,5879360.8669534065,-0.34,0.1,9.485327491207386,0.672301965979285,0.27294379448182604,-0.42576836848598987,0.3517353466131549,0.008845912495293916,0.010158101144400038,0.013194629949504044,4,4,TRUE
30,400404,1,238817,Acrothamnus hookeri,1978-01-01,1,-37.262220000000006,147.37917,1978,15,1100,533620.915944994,5875970.710784001,-0.41,-0.19,9.821092058264753,0.672301965979285,0.265845386222433,-0.4010008107061367,0.3505565680671429,0.008845912495293916,0.009381565116616492,0.013626661637554993,4,4,TRUE
31,6322282,1,238810,Acrothamnus hookeri,1978-01-01,1,-37.206669999999995,147.38472,1978,15,1320,534138.0734819927,5882131.348445427,0.64,0.07,9.083894237573702,0.672301965979285,0.2742260063654308,-0.4663924065189917,0.3575916769711868,0.008845912495293916,0.010427476158663285,0.012510343630244725,3,4,TRUE
32,397635,0,238742,Acrothamnus hookeri,1978-01-01,1,-37.092780000000005,146.91806,1978,15,1280,492718.1683078452,5894832.021487219,0.03,-0.39,9.661603877855384,0.7394829197919266,0.2641997996200039,-0.46911272795301784,0.35486368729692436,0.01088924784443819,0.009249998685557403,0.014392193217856342,5,4,FALSE
33,397547,0,238739,Acrothamnus hookeri,1978-01-01,1,-37.065,146.94306,1978,15,900,494938.0183187205,5897915.41262653,-0.45,-0.41,10.282607844256006,0.7394829197919266,0.23753595929067167,-0.37640209474426456,0.34306996744935925,0.01088924784443819,0.005157550049964391,0.0145923353029766,5,4,FALSE
